epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
59,0.705197811126709,0.0005639774026349187,0.8503718972206116,0.6609695553779602,0.9242160320281982
60,0.711249053478241,0.0005639774026349187,0.8321321606636047,0.6693598628044128,0.902919590473175
61,0.7131885290145874,0.0005639774026349187,0.8246268033981323,0.6488502025604248,0.9628831744194031
62,0.7131885290145874,0.0005639774026349187,0.8246821165084839,0.6491609811782837,0.9531229734420776
63,0.7125678658485413,0.0005639774026349187,0.8182156085968018,0.6845867037773132,0.8939608931541443
64,0.7286268472671509,0.0001691932266112417,0.7939929366111755,0.6668738126754761,0.9154945611953735
65,0.7249030470848083,0.0001691932266112417,0.784898042678833,0.6709136366844177,0.9160173535346985
66,0.7280061841011047,0.0001691932266112417,0.7758075594902039,0.6674953103065491,0.9117214679718018
67,0.7321954965591431,0.0001691932266112417,0.7644035816192627,0.6783716678619385,0.9058129787445068
68,0.7315748929977417,0.0001691932266112417,0.7701719403266907,0.6749534010887146,0.9032885432243347
